Gene	PrfGL117HostGeneTPM	Prf XMG host Gene TPM
PLGRKT	122.74244	85.383367
VRK2	21.359903	17.658678
SLC26A1	0.2256880201	0.1573908394
NAAA	11.44721	20.910036
WIPF1	222.00664	231.58743
BTD	10.1415	12.9303
GIMAP1-GIMAP5	319.4146	291.3053
BRIX1	26.259975	31.83478
TM9SF1	52.7494000051129	56.880865
COL20A1	0.422859	0.264306
USP6NL	9.928089	9.451462
MEX3D	2.892744	3.56837
GYS2	0.0	0.0783993
TSC1	9.0183352	6.0138056
P2RY10	16.263030636528	24.29869
PCDHGA10	0.0840812	0.231788
WDR62	25.092553	15.802918
SNX25	45.229178	35.722481
DDX51	19.59298	21.05503
AARS2	6.58333	6.32899
PRRG4	3.378753	1.98554
DMRT3	0.0	0.0
NDUFS3	132.048802	124.96419
GPD1L	26.01971	30.597121
TRIM66	1.47550180407835	1.52432500301162
OR5A1	0.195319116708	0.1009180134117
DYNLRB2	0.0	0.0
GLIPR2	117.9731	131.592
SEC11C	248.529209	272.53695
DMXL2	1.24643100037671	1.417112
NCF1	38.332004984	54.540823
EIF4H	273.157077	285.589161
RFESD	4.83846	4.302939
PDE6C	0.0	0.0
PDE4DIP	10.1711725104234	9.70309140202552
DPCR1	0.202821	0.0798738
RPL31	1277.4296	1093.9884
EFR3A	51.5166594	52.9122906
CCDC113	0.0	0.0
DUSP11	87.636737	66.972868
AKAP6	0.0648105	0.1335285
EGFL7	3.830415	10.448099
GMEB1	24.205758	23.457625
RP1	0.0	0.0
HBG2	0.0	0.0
ARR3	0.190099	0.0
MAN1B1	37.33679	33.2341091
IDH1	3.502310208079	7.92944134654
LY6H	0.25585	0.185398
HM13	147.798912	149.57827
FAIM	72.455128	62.079144
BEND6	0.8691406	2.211798
RPS24	3979.195	3816.75
C1QL4	0.0	0.0
MIS18A	46.0521	47.224146
SDHAF1	11.1872	11.172
MRPL20	144.450014	163.12145
CNTNAP1	0.676096	0.489044
KIAA1024	0.471482	0.2166836
GMDS	29.618982	30.2368
SPG11	9.872222	9.077366
CALHM1	0.0	0.0
SEMA4B	4.8048797	8.0413297
CCDC159	0.0	0.0
HNRNPR	137.7718532	107.8827068
SERPINE2	131.751289	121.248463
NPY1R	0.0548982	0.0
ZBTB4	6.710580130018	6.39546
CHRM3	0.0874572	0.12139
ZNF266	16.287059	11.933193
TNFRSF21	2.11605	2.60032
C15orf59	0.0	0.0
SKA1	11.809385	12.97757
PUS3	15.42164	10.6394166
EXOC3L1	8.574787	8.566949
SCUBE1	0.00934159	0.1044292
TMC7	0.0331015	0.0446918
CCM2	56.09305	68.264585
MGAT4A	3.3213624	4.254308
ADCY2	0.0	0.0
ST3GAL4	43.227062	50.25508
IZUMO3	0.0	0.0
CAPN12	0.0	0.0466515
CPEB3	0.404294	0.7563662
ATP6V1G3	0.0816486	0.113202
RETREG3	44.291300278295	45.880697023841
TDRD6	1.136538	0.6219556
PABPN1	218.344388	191.438024
XRN2	142.97466	151.67754
DTX3	74.83497	42.50628
TFDP1	207.466212	227.590674
ALDH9A1	59.703748	58.443457
TMEM50B	16.10952	20.889031
NOP58	254.575621	260.291047
MANSC4	0.0	0.302841
KRTAP19-5	0.0	0.0
HELZ	24.097839	22.998300611
CHMP5	44.2765	48.3501
CLSTN3	0.2706379	0.5116472
SCNN1B	0.0	0.0
MED29	18.4207	20.5304
TRIM54	0.0	0.0
LIMD1	40.750792	37.087735
NSUN5	16.041872	18.041714
WBP1	28.688313	34.77891
FAM47C	0.0	0.0
CBLN3	0.767042	0.248142
NLRP10	0.0492845	0.0
REEP4	89.865	90.7403
RASAL1	5.758398	4.350662
HS3ST4	0.0946913	0.0489911
MILR1	13.70546	13.799659
NDUFAF5	18.306982	17.4354
CNTN2	0.0	0.0
MAST3	75.508678	62.8877
PKP4	40.8008297236	50.40197027874
ARHGEF39	8.44548	7.271517
PIP	0.0	0.0
PPME1	31.16512	39.285994
SHISA9	0.498674	0.0
TBC1D31	20.414367	19.236787
GNG5	124.921393	175.172766
LIMS1	58.388208	58.234895
SLC25A22	30.449739	28.043379
HSPA1B	0.272555	0.336759
DNAJB6	125.458034015528	131.718028128001
RCOR1	18.57091	22.40734
PDGFRL	0.120536	0.1846523
GNAI2	624.105691	666.402124
PRSS58	0.0	0.0
A1BG	0.0	0.0
PROB1	0.15100400186062	0.1369016
CCR10	0.449306	0.249568
SAA4	0.0	0.0
PCDHGC5	0.4609082	1.31837
CEP192	24.8915	24.7345
SLU7	70.4886728041	57.04771
CACNG5	0.0	0.0
RPS18	3575.32571	3703.06906
RUNX1T1	0.0127136	0.0174375
MPHOSPH6	65.12664	67.844551
LCOR	3.241923	2.4888268
COQ9	58.603149	48.050495
ATP5A1	591.80438	693.73065
FOLR1	0.0	0.13438
PIK3R2	8.50488	10.26542
TMEM150A	1.2024008	1.409016
LRRC26	0.0	0.0
LRIG3	0.248681	0.1829218
NAT9	9.49142667514	9.136648
POLQ	9.790276	8.50858881
MMP17	0.282639	0.47027
PTPN3	4.370899	6.020767
ALDH2	5.243584	27.992751
EVC2	0.0362703	0.0
CAMSAP3	0.173031	0.1415423
BBS1	0.474497	0.36176
MCM3AP	32.797424	28.930459
PRELID1	612.06	707.014
TCF24	0.0	0.0789668
NHLRC4	0.0713469	0.0499226
KRTAP22-2	0.0	0.0
FAM83A	1.025076	0.52128
CEP85	315.880146469	202.018591735828
ACTR3B	2.058079	2.35808
SLC38A8	0.143971	0.278174
ARIH2	63.034678	52.453932
AP1B1	76.505	59.764714
CRYBG2	6.968736	5.1389458
SYT13	0.0990362	0.0
CDCA3	230.453321	233.7036
ARPC1A	102.861172	109.85166
EXPH5	6.899493	2.5392847
PIK3C2A	5.289203	4.2642312
PPM1E	0.1958216	0.2174929
TEX29	0.0	0.0
ELF5	0.196237	0.0632372
SUPT7L	14.108906	13.0234865
ASTN1	0.0223441	0.14974
RHBDL2	0.217209	0.231727
CENPN	33.588094	33.750395
SERPINB4	0.0	0.0
FAM117A	35.817337	31.58086
METTL9	40.679344	39.8492101
IRF5	18.702753	17.39484
UQCR11	188.44447	220.99236
EDN1	0.0972456	0.0
HOXB1	0.0366807	0.0
SLC17A6	2.962183	0.976546
RNF112	0.0	0.0
KAT2A	34.58466	37.37574
S100A2	2.27394	1.80821
PPP1R12B	4.025903	2.2834562
ANAPC10	10.08008	10.96991
TXNDC5	90.828461	89.684713
INVS	7.157049	5.813782
CAMK1D	9.28457	7.819392
MBD5	8.8218657	6.3366392
PSMF1	55.114637	54.585017
SYNC	0.0329232	0.0526924
ING4	41.931595	36.128189
CXorf36	0.0	0.0
MAP1LC3B	140.80642	131.574178
METAP1	38.703335	40.23702
CHD3	45.1197003	47.780740716206
SPSB2	4.873156	4.95005
TAS2R39	0.0	0.0
INTS5	23.91957	29.5013
PIGV	19.3578	20.60789
FAM122C	0.0	0.0
POLR2I	48.930129	51.980139
OR4K2	0.0	0.0
ADAM17	37.387337	37.035463
OR6C76	0.0	0.0
PXDN	0.0	0.0
RARG	5.113288	7.36979
HNRNPK	954.65560431792	1078.7401
ZNF551	1.440985	0.648292
TMEM63A	19.193087	16.175112
SLC25A29	2.710044	1.77667
KCNH5	0.0	0.0
TXNDC11	27.77433	30.530004
GSTA5	0.0828893	0.0
ADAMTS17	0.0609913	0.11379206307
RRP1B	53.439802	39.079068
POP1	23.148154	20.349503
PPP4C	210.1231351	245.21439
C3	1.894952	15.02493
ATP6V0A4	0.0	0.0
KRT222	0.683157	0.42086900433128
UBE2E3	50.60143	43.34756
FPR1	0.719995	1.50841
PTPRG	0.0	0.111796
PSMD2	185.923896	192.8599
DROSHA	28.508604498	26.945523
STX4	59.477133	46.322175
GMFB	27.66233	32.38835
HMGB3	91.83686	76.84176
KLC4	7.46469	5.6113
CCDC54	0.0	0.0
LGALS4	17.3612	8.603432
TTLL4	25.421931	20.276055
CDC25A	23.4306539	25.9276
GOLIM4	12.749335	13.894822
RGR	0.0	0.0
YIPF5	18.8635	23.0045
EMD	126.04851	143.76189
MTA1	111.55328469	104.569618
LMO2	1.631221	7.767794810432
TMEM127	46.58805	41.712589
RGS12	7.35400200292667	6.59424814718
AAAS	76.7825	81.5018
NTHL1	2.26006	1.69351
TOP3B	56.257105	45.877292
LCT	0.0475595	0.0326089
SLC16A5	0.14062524773	1.34571197518
TBC1D17	23.980916	24.575598
FBLN1	0.2807813	0.703951
ARL6IP1	518.71299	539.82549
TUBGCP5	13.5199241	9.80773990480723
GTF3C2	77.68548	71.894166
C15orf61	15.545897	14.550153
OR51D1	0.0	0.0
SCAMP1	2.756791	3.184
PRPF6	55.262314	49.231232
ASL	31.945463	31.599696
GRM7	0.0	0.0
PHKA1	0.1613924063681	0.181124
RUNDC3A	5.2449750547125	4.270921
C20orf173	1.0736901	0.279749
CCNJ	3.999775	2.601906
RPS6KB2	32.134816	25.9740324
CMC2	60.2409	60.2255405742
PNN	64.555642	45.599464
MAP3K3	35.04292	30.976507
MBD3L2	0.0	0.0
BFAR	25.956536	27.040854
TYRP1	0.0	0.0
POLR1E	42.24022	42.515009
NUP133	24.60694	28.34043
PRICKLE2	0.009520901883	0.026088439852
PCP4	0.0	0.0
RDH16	0.137729	0.40403
ERAP1	59.3111	67.324
ANKLE1	10.77087	8.508865
ZFAND4	18.31862	16.52958
TTYH2	1.45594	1.11915
CCL22	0.0343998	0.0
ST7	22.0400203	17.2445963
GDNF	0.0	0.0
RPN1	265.34305	263.499693
KCND1	0.1149515	0.038247
ATP2A1	0.38996	1.057726
LEPR	0.0406647	0.0
FAM184B	0.0299259	0.0240423
CD38	13.23244	18.60455
CTSS	70.59376	95.02911
OR2M5	0.0	0.0
TMEM101	11.018783	11.73908
POU6F1	13.0149929877914	12.0958191178
TIMP4	0.013556	0.0
PCMTD2	33.438475315974	31.642266
ANKRD2	0.0	0.0
RELA	59.2966	56.7186
NPSR1	0.0	0.0
PPP1CB	70.75473	79.5606
MRPL44	36.748954	44.235639
MYD88	90.65344	104.15628
SPACA3	0.0	0.0
B2M	2737.65	3192.73
APRT	202.9046	263.886761
CYC1	146.913	197.662
BTBD8	2.893399	2.669191
IL1R2	31.79879	24.957652
CX3CL1	0.0450945	0.0310438
CSTF2	66.46761	71.336702
PRRC2B	86.240702	72.880817681353
IL5RA	0.0663641	0.0927024
NFIA	0.6280501024957	2.0887537
GPC2	1.0176302	0.4146983
ECHDC2	6.683217121	9.636241
PRKAB2	1.036577268	0.6864185
VDR	0.169431	0.186227
PP2D1	0.0305949	0.0
NCKAP5	0.0941781	0.0519704
ASB17	0.0296245	0.109139
MAPK12	0.0	0.0565357
ACTG1	3258.20668	4004.36219
PPT2	42.251699	37.798627
CEP89	26.665257	19.264307
NAV2	1.5272512	1.0404612
ZNHIT1	51.35969	53.88292
GEMIN4	7.82491	9.07512
HCFC2	14.831964	19.38851
ACAN	0.0	0.0
TEP1	9.12981	7.16535
RRP1	177.53175	166.267087
RHNO1	61.2899	57.901546
COL4A5	0.0116756	0.0
NME5	0.0	0.0
SPIN2A	0.0	0.0
MAP3K9	0.260431	0.46901
HAUS6	14.231426	15.304465
TTBK2	0.347041	0.4665760284275
EDIL3	0.0277071	0.0431609
NDUFB11	163.751	171.519
CKS2	142.298	175.353
RPS6KA4	34.0564	33.418
CIR1	21.557586	16.6761
IDNK	30.01844	30.11009
KIF1C	40.34122	29.430711
MEST	1.488888	0.623932
SBNO2	38.96604	39.012811
PSMA8	0.137629	0.127457
FAM198B	0.06686590184923	0.028697
ZNF335	21.8856	20.046755
CDK15	0.0816888	0.0
RNF38	52.558295	46.684732685881
ABHD6	6.25795	9.04273
NIPA2	43.1977979	48.791596
TM2D3	28.112982	37.659255
PHF2	33.8954	31.5627
KRTAP1-3	0.0	0.0
DHRS7	53.8326	52.9112
LAMA5	0.0510839	0.0786436
KRTAP13-1	0.0	0.0
TAC3	0.0	0.0
PRRT3	0.0452506	0.210067
ZBTB12	7.46163	4.48993
RAPGEF3	1.640209005	0.4685123
SPAG1	1.79932	2.220665
OR9Q1	0.0	0.0
RTN3	101.452578	122.217294950197
U2AF2	301.877523	313.528701
VN1R4	0.0	0.0
CEACAM5	0.0	0.0
TRIM11	26.18856	20.80459
MYRF	0.4183095	0.0745917
GRAMD1A	102.482568	66.980191
SHCBP1	44.625054	45.798468
TMA16	9.686695	7.714361
MPG	22.9305	19.691122
CC2D1B	71.60941	64.858228
KCNJ8	0.234845	0.463855
OR8B2	0.200775	0.132755
CEBPB	9.10112	12.3199
SNX30	1.3540556039	1.400894
GPATCH2	11.928545	10.6031200892322
ANKRD34B	0.153875	0.1650997
PPEF2	0.7177643	1.086986
VWCE	0.0631846	0.0289819
AGO1	18.928539	18.849612
FHL2	41.655482	29.90028
UGT8	0.0	0.0273661869
FAM76B	22.603238	17.345121
RBM4B	9.110439	8.611852854
CCIN	0.15844	0.109784
PRR5	40.5476	42.5323
C1orf194	0.0	0.0
SMPX	0.0	0.0
TGFA	0.0721471	0.0499236
DRG1	92.71971	103.837819
DHX58	15.4143	20.223733461
CXCL17	0.113321	0.0
FABP5	77.944901	118.450189
CARD11	34.16205	32.30282
PMPCA	66.54024	62.147621
FAM83D	9.67526	10.900176
SMIM22	0.0	0.0
PLK4	36.92463	41.07109950634
PRKG1	0.0	0.0261004
ARX	0.0	0.0
SLC2A13	0.0	0.0153799
NOTUM	0.0	0.0
AVEN	43.00142	39.6612
MFSD9	1.036994	1.0446
FUT4	1.80311	2.62872
SOSTDC1	1.54839	2.6409
CCDC178	0.0	0.0
KIAA2013	59.5624	63.8893
C19orf44	4.16644	3.47602
SLC6A9	0.21746719	0.66950328
CNTN4	0.0509824	0.507799
SP1	32.012135	31.4099
RNF151	0.202845	0.0947142
MICU3	4.195245	3.0786256
SPEF2	1.1339051	0.6474552
TRIM31	0.0	0.0
PAFAH2	0.996347	2.53482586
RTCB	149.47537	140.140066
C16orf59	11.778285	11.764184
AP5Z1	14.972735	11.802892
LTBP1	4.21126875	1.3690023
DNAJB1	41.14409	42.506741
ECM2	0.0644856	0.0
KIF14	18.117575	18.7569844953
ARSJ	0.0	0.0
BABAM2	45.4957630117969	40.77545463068
CD209	0.0	0.0
GLT8D2	0.488878	0.296749
PSMC3	212.967489	244.641391
FFAR1	0.192159	0.024413
TFAP2A	0.4145767	0.237446
CCT3	232.872599008789	280.2448974
SQSTM1	138.4116	128.396106252
PC	1.50177	2.60461
ANTXR2	7.197215	4.750384
C1QB	0.298836	1.46915
CHCHD5	16.51968	16.5602
PALM	23.945936	25.808421
ACPP	9.627851	7.108952
PACSIN3	0.4878845	0.7571378
SLC25A39	72.470003	91.24129
MCRIP2	8.43475	10.2075
OR8J3	0.0	0.0
KCNH2	0.0702382	0.650644
TEX9	19.996212	10.599839
MICALCL	0.0421153	0.0437014
NLRP5	0.0892648	0.0921182
GRHL1	0.753935	0.444706
OLFML2A	0.923762	0.771749
SPATA32	0.218675	0.102314
LGALS7	2.405311	1.399745
SRXN1	12.176504	13.65071
TSPYL4	6.585731	7.08694
BANP	23.394948378568	28.83115
SLC30A4	11.214522	9.10704
AMMECR1	4.14589	5.5967
ZMIZ1	49.993393	59.44957
TRIM8	40.677	37.484
USP33	17.596347	17.9051464
DOC2B	0.0	0.0
SCN4A	0.011111	0.0456958
TRPC7	0.0	0.0
TBP	42.21672826	44.214315
STMND1	0.0	0.0
SLC36A3	0.744291	0.24308
ALG5	69.897648	59.650995
NRP2	0.02349266	0.152218
PCDH7	0.0	0.0479721
MRPS23	184.18579	166.532508
NDUFA6	182.998	156.293
KRTAP9-3	0.0	0.0
TMEM2	8.19936	10.21107
CENPS	27.17698	31.074
UBE3D	2.85141	2.81782
LRRC66	0.0	0.0322364
ZNF32	10.993024235	15.033642
CENPI	17.595814	14.956292
RNF121	23.453436	19.604282
TMEM176B	2.4682	3.0204483
HOXA7	0.211015	0.0
ARID3B	14.458129	8.8338
NRAP	0.0290362	0.0
TTLL12	36.299653	48.343101
COL6A2	0.0940433	0.0476743
ANAPC2	72.70327	76.261388
SHANK3	0.3387257	0.1404209
NEFH	17.9578	24.4834
RNF183	0.0561139	0.23476972011
RPUSD2	4.51464	5.15196
MYO9A	1.55517100012238	1.704337682309
CCNDBP1	78.737571	66.410798
UBN1	34.1429	33.0866
TRPM7	25.841705	23.8737632
DSTYK	0.7295778	1.3845603
ECH1	158.16011	158.850186
FAM189A2	0.0296979	0.0410004
LRRC34	0.0407318	0.0
CWF19L2	8.4307498	7.1789236
TACO1	13.7815	17.0735
RNMT	33.55701	42.09599
CABYR	0.30140777	0.17036681956
BPIFB2	0.0	0.0
ANXA8	0.332141	0.852453
GTPBP6	27.681254	21.880485
ESCO2	14.318211	14.617337
EXOSC9	71.3051	63.741705
PPP1R36	0.13006	0.0
NRN1L	0.412135	0.0
PKN2	28.882912	29.452687
MORN5	0.0	0.0
PTPN13	20.45174610932	18.9815775
CYP46A1	0.0	0.0
FGF3	0.0	0.0
CCNF	29.8202	48.5465
RNF135	8.34276	6.96843
RGS7BP	0.0	0.0
COMMD3	116.4814753744	138.81963782501
ARFRP1	64.55945	54.910401
TSPAN8	0.0	0.489143
ITGA5	0.118268	1.18383
PPP1R3B	0.263411	0.394255
ARHGAP12	10.2533398	7.4523162
AFG3L2	46.3876	42.953
ZNF250	1.69773	1.349
SEC23B	61.8733064069	73.004934
BOD1L1	13.1085436	9.9913
DNTT	0.0	0.0
SEMA6D	0.050810445378	0.1303582678077
GNAS	574.197016	686.1591601
ARMC3	1.515970441884	1.94148
NKX6-2	0.0	0.0
TULP1	1.0914099	0.3160765
PLCB2	5.4180904799	8.1718286
KLK4	0.0	0.0
ENO3	58.936103	49.44376
TP53TG5	0.0889371	0.0
HTR3A	0.0	0.0
CELF2	166.7710675	157.8872344
DLX1	0.0220649	0.4180284
PUS7	26.9174495	24.525549
SMYD5	32.560705	35.948608
ILDR2	0.0184962	0.0904391
TMEM189	63.27883	65.58031
RGS6	0.0131771	0.0
TSPEAR	0.64988	0.689382
GRIA2	0.0	0.0
NPHS2	0.0	0.0
CSHL1	0.0	0.0
MSTO1	37.524471	35.77656
HIST1H2AC	1.08007	2.63211
MON2	26.38402	17.642241
CSF1R	0.499342	2.03351
C2CD5	44.3513410728265	37.96509456
CPSF2	36.2661	41.2296
HNRNPH2	71.74721	62.444101
SERPINI2	0.0	0.0
ANK1	0.6972088	2.28576172
IGLON5	0.396775	0.0797916
UBE3B	33.857095	28.35938
LRRTM1	0.0253889	0.0
SLC5A6	5.974668	7.31811084797
ZNF761	6.2483	7.01969
RTL4	0.04405	0.0611485
MYH13	0.0	0.0
AKT1S1	25.881252002022	25.258757
COPS8	77.718669	70.348905
KRT6A	0.0	0.0
CD55	9.4429243737	9.87229
CLEC10A	3.0678469	4.3738313
DENND4A	28.580781	24.079724
CSPG4	0.0148264	0.0
SDF2L1	78.5313	93.0849
DKK3	1.11202	5.87863
NDST4	0.222564	0.141683
FUBP3	23.5582776	22.862917
PILRB	2.086012	1.909341
AJUBA	0.299156	0.182617
CNNM1	0.0	0.0
THTPA	16.528409	14.643454
ERBB4	0.0	0.00844214
POM121L2	0.0	0.0
TNIP1	56.157748	50.920287
GABRG2	0.0	0.0
SNTG1	0.0	0.0
MIPEP	15.0931	16.4898
DPYSL4	0.0829296	0.0762676
ATAD2	27.9254	35.8452
DUSP2	148.4244	102.7047
C11orf94	2.44661	0.537331
LONRF1	0.9678	1.22226
CCDC158	0.0	0.0
PLLP	1.202548	0.2108271
H1FOO	1.991431	1.8691422
TRIM40	0.0	0.0
MN1	0.0	0.0
ARHGAP17	21.248023991002	26.0255800621998
FGF12	0.0	0.0
UTP18	27.809962	32.579552
TRMT44	5.002981	4.134604
PMP2	0.0	0.0
MSI2	38.8257104	41.154463
CD2BP2	132.48809	127.3248
UQCRQ	280.79981	290.88701
DYNC1LI1	47.729125	45.192313
EIF3F	293.40987	245.23828
SGSM2	5.103083	4.199119
FAM92B	0.0	0.0
KHDRBS1	110.258234	123.261511
GADD45GIP1	26.7476	34.7113
MPP7	3.11557	3.46882
TPST2	129.25646	146.21183
SLC8A3	0.1911109	0.0
TRAPPC10	37.758139	34.863905
LYN	9.531255	10.167049
NOC2L	105.80797	101.85501
PLEKHA8	1.553716	2.21335
CAST	135.386	115.168
GALNT14	0.598825	0.473967
KDM6A	14.512007	13.233458
MTMR1	71.158885	65.629001
FAM240A	0.0	0.283194
KDM4C	11.897939	13.1598
ZSWIM6	8.47257	6.99744
UBQLNL	0.0	0.0
PIGY	19.0634	25.6897
ADPRHL2	25.94065	31.082979
VPS33B	23.61003	15.512772
KRR1	31.623498	28.855115
C17orf105	0.0	0.0
OR4K15	0.294235	0.0402673
MYH8	0.0	0.0
AFF3	2.665329	4.914842
DCAF15	103.621436	94.047749
TSACC	4.346692	3.820884
ZNF454	0.0	0.0
THEM4	4.341343	3.820891
TBR1	0.0186719	0.161269
SPAG6	0.0	0.0
ZC3H12D	25.5653	33.548
C11orf84	7.78533	7.64545
BRSK1	0.0	0.5213338
OR4C45	0.0181919	0.0250048
PABPC4	103.51184	118.963569
CBX6	25.50279	25.78178
LIN9	17.149128	13.1950165449986
ELOVL6	6.424336	6.707460007
MAD2L1	99.030248	119.40952
UGT1A9	0.43867	0.0
PDZK1	1.303239	1.145954
SSH3	12.86653	10.5149
ZMYND10	2.530969	3.773519
ICAM4	1.381379	0.560651
ARNTL2	4.543953	1.947743
CDHR5	0.0	0.0
AAR2	15.5918793523	17.792328
ZNF665	3.37453	3.80456
ZMYM1	12.989137	9.728401
ILK	138.07546	152.852627
LYRM7	4.089753	4.119665
SUGT1	73.0349	75.7665
WDR81	17.14322	14.470956
ZDHHC3	68.5276933	67.547958
C1R	0.690242	1.0961
DENND5B	0.2081051	0.286017
DLAT	39.711121128743	41.95055
EPS8L3	0.435735	0.324392
LDB1	178.88223	153.6830322
WNT9B	0.0163723	0.0
JADE2	39.384836	36.8152245
ZNF462	0.0	0.0
ALDH7A1	18.507984	21.962734
STPG2	0.0	0.0
CASZ1	3.477855	2.618555
C11orf71	9.57291	8.03716
MTX1	112.45872	131.820678
CDC42EP1	0.0595187	0.0410862
SNRPE	321.745513	355.786725
KANSL3	42.745753	33.618791335085
PSKH1	16.6831	16.6765
IQCJ-SCHIP1	0.0	0.0
SH3BP5L	15.955114	16.3292659
MAP3K2	4.86838	4.54044
GNPNAT1	15.5757	16.6326
PRDM15	8.0668014	7.25094421
MKL2	6.46236	7.1154
WDR35	2.0563444	1.590788
SLC6A4	0.0	0.0491734
LIMD2	461.1666	510.50631
TBX15	0.0209376	0.0866572
TMEM88	0.102748	0.210213
PDPR	18.84683	15.71885
TRIP13	21.8184	23.1039
ABCG2	2.1338938	4.394607
ITIH2	0.0483538	0.0
HRH4	0.0	0.0
SLC25A11	92.040374	107.659517
LMBRD2	2.22616	2.81789
SRSF6	197.394989	170.39806
UQCC1	35.1793572752	45.2526836
DAPL1	0.963928	5.6011
A3GALT2	0.264351	0.0
TOR1AIP2	32.294165	40.547948
PTPN22	304.472924	271.2587721628
CENPE	40.730828	29.366416
PLAC8	775.463947	662.627999
HDGFL1	0.0	0.0
RNF145	54.742996	72.653072
DERL1	42.3221	49.2438
ANKS1A	7.10848	6.8660391
AP1AR	33.672091	29.2469580006841
NOV	0.0	0.0
ZNF846	6.562305	2.790085
FUS	547.431283	456.738141
PCDHA11	0.0	0.207705
WTIP	0.195786	0.271275
OR6C6	0.0	0.0548001
ERP29	141.500743	150.55084
PPM1J	26.52557	26.57844
HSDL1	11.632858	12.0564
SLC16A12	0.0	0.0
CLCN5	5.955069	5.9336824
MBD3	112.67089	118.52546
MFAP2	0.1889179	0.0
EPN1	113.51558	122.540303
TRAPPC6A	54.6295	52.880588
RAP1GAP	0.709567	0.820855
RGS19	72.516355	75.62713
TIAL1	85.707072	82.6142070016271
CXXC4	0.0	0.0159007
SLCO3A1	12.955408	10.145722
AQP4	0.0	0.0199162
WDR19	1.9111428	1.950444
TRANK1	0.013308	0.0
IL20	0.0	0.0
MAGEB18	0.0352946	0.0
KRT82	0.0	0.0
SLC39A1	40.6493	46.7421
TBX4	0.0	0.174908
RBM5	87.2025634	61.866771
HEXIM1	19.4006	19.6793
FES	12.235998	13.841884
HMBS	63.098098	76.379008
FZD7	0.179523	0.134504
RAB6A	21.043673	23.47315
FEZF2	0.0	0.0
CPXCR1	0.0	0.0
TMEM87A	22.549878	17.376175017382
TMEM117	0.0	0.0
ADNP2	9.80164	8.08124
TMPRSS11A	0.122616	0.0337897
ROBO1	0.0096694	0.0529937
SMPD1	32.306159	35.0682757
CSF3R	3.450271	3.903256
TAS1R2	0.0	0.0
NCDN	29.45094	30.12583
PEAK1	18.338354	14.231281
PET117	0.0	0.0
PLXDC1	15.754259	12.4657580529061
C2orf72	0.0224347	0.0
ZNF692	14.18645	8.51029
SYNPR	0.0	0.0
RUNDC3B	5.08773	4.58185
DNAJB5	8.1080108	5.1659
SLC17A9	15.566475	11.079056
TMEM211	0.0	0.0
POM121	46.4524	44.7733
ATG16L1	23.091919	19.3876686
DOK1	25.10761	27.09405
KIAA1191	55.207611	52.58247
GCHFR	0.0	0.199273
RERGL	0.0	0.0
CENPW	23.28272	18.84103
WDR59	4.95546500106595	5.0847843
TOX	166.117098	149.799132
KLK3	0.0	0.0
ARHGEF19	0.0218685	0.0
RNPS1	206.6417	226.032
TRDN	0.0	0.0
CAD	57.4606611491684	62.828817
MLKL	14.915291	15.96182
SIK2	8.422847	7.068492
SUV39H2	6.318185	6.9984
ACTB	4420.392337	5777.08665
THBS1	0.0502688	0.1937674
FANK1	0.0	0.270701
EGR4	0.0355564	0.0491981
SNRNP48	23.8186	17.66732
FAM114A1	0.957511	1.158633
TLE4	13.48007	12.423053
PIP5K1B	0.433415	0.68952
DNAJC17	30.09643	22.54506
LSP1	1244.815814	1184.568553
TRIML2	0.10579	0.0462402
SPAG11A	0.0	0.0
SPG7	56.238173	45.579166000493
BAG4	15.809101	15.64277
BDH1	34.6098	43.460516
GPR101	0.0	0.0
DCAF6	8.590773	7.461151
PJA1	17.568252	20.82805
FAM174B	5.08996	7.28004
IFIT3	10.4105	16.775
SMCO1	1.1361	0.24841
AKIRIN2	32.902512	32.464669
SENP7	16.931334854747	17.57869033469
DDR1	2.36854	3.035387481679
RCBTB2	58.6567600292947	54.591962
ARID4A	23.2629	18.923781
SCNM1	44.470343	43.880565
SNX1	75.247913	88.054731
CD151	11.606712	10.637628304196
LAPTM5	1107.27545	1125.96848
ZWILCH	35.2824859	37.536841276839
SPIN1	22.45	21.8986
RAPGEF2	7.8655442	5.45117764462
ZNF407	4.7059702	3.96332
NPAS1	1.0338552	0.706486
USP19	74.07928030329	58.85513625926
SCRT2	0.0	0.0
IFITM5	0.0	0.0
PYGO1	0.0277163	0.0
FRS2	5.852427	5.519424
NDUFA11	32.3051	36.3193
EOMES	61.82033	104.10555
CEP250	76.891894	57.641532
NCF4	140.771967	118.24842
MINPP1	38.9057	41.0375
VSX2	0.0920942628	0.0634108897
HDAC5	20.5373070434893	18.1671948
C12orf42	0.0	0.0
CPOX	15.8229	20.2922
NDUFB5	181.109034	168.641189
SPP1	249.138462	122.82477
C6orf203	13.167117	14.278116
CAP2	0.0	0.134419
GRIN2C	0.0603128	0.0475835
SCGN	0.0	0.0
EDNRB	0.0	0.0266548
E2F1	22.82083	20.1915
LCA5L	0.25853	0.032622
RANBP10	19.6690023	17.1739481
APBA2	0.13893	1.2756847
SNRPB2	51.33066	67.41918
NUP85	123.93972	95.833262
TTC27	11.9034	15.4578
RBPMS2	0.631871	0.2379250137115
WFDC8	0.0	0.0
SLC46A1	0.126272	0.0
APTX	16.903434	15.734489
PPP3R2	0.0	0.0
LAMB2	0.0392018	0.0537809
RB1CC1	19.8000948	18.997374
